task_id,Question,Level,Answer Type,Final answer,file_name,Answer Explanation
349,What is the number of all Negroes found on board ships as attested by the signatures of Gilfillan and Wm. Armstrong?,2,exactMatch,286,349.webp,"We Whose Names are hereunto subscribed do certifie that we did carefully inspect the afore going Vessels on the 30th Day of Novemr 1783. And that on board the said Vessels we found, the Negroes mentioned in the afore going List, amounting to One Hundred and forty Two Men, Ninety Women, and fifty four Children, and to the best of our Judgement, believe them to be all the Negroes on Board the said Vessels"
30,"Please finish the blank with a number.
 Gregory King in his 1696 work noted that the per capita taxes paid in Holland were _____times greater than the per capita tax revenues in England and France. ",1,exactMatch,2.5,,Gregory King in his 1696 work noted that the per capita taxes paid in Holland were 2.5 times greater than the per capita tax revenues in England and France.
53,What are the two key characters for identifying these bamboo slips?【Please answer in the language of the material】,2,exactMatch,敝昔,053.png,Tianhui Medical Bamboo Slips 
350,"Where in what year was this film most likely shot?
A.1860, London, England
B.1914, California, USA
C.1942, Vancouver, Canada
D.1918, Delhi, India",2,multipleChoice,B,350.mp4,"Records the Golden Spike celebration of the completion of the Northwestern Pacific Railroad on 23 October 1914 at Kane's Rock, Humboldt County, California.
4'36″ logo on the train: “Redwood Empire Special”；
9'44″ subtitle:""Giant Southern Pacific engines haul 9,175-ton cargo over the Sierra .. the longest and heaviest train ever taken'over the hill"" in one block"""
68,Uit welk boek komt deze afbeelding? Wie heeft het geschreven?,2,exactMatch,"Het Amboinsche Kruidboek 
Georgius Everhardus Rumphius",068.jpg,Identifying the picture 
399,"Read the ancient text and decide which of the following types of all crimes is not mentioned in the text?
A Public disorder; B Personal debt and property disputes; C Disruption of military administration; D Sex offenses; E Violation of business codes; F Crimes of official duty",3,exactMatch,F,399.png,"Gu tang lv shu yi (Thirty volumes)，published in Yuan Dynasty [1271-1368] ""保任不如所任，證不言情，詐冒官司。
第二十六卷 雜律 凡三十四條
坐賊致罪，國忌作樂，私鑄銭，城内街巷走車馬，向城官私宅射，施機鎗作坑穽，醫合藥不如方，丁匠防人等疾病，受寄彻費用。一問荅。
負債違契不償，負債强撁掣畜產。良人爲奴婢質債，错認良人爲奴婢。愽戯賭財物，舎宅車服器物，侵巷街阡陌，占山野陂湖利。犯夜，從征從行身死，應給傳送剩取，不應入驛而入。姦徒一年半，姦x麻親及妻 姦從祖母姑 ，姦父祖妾 。一問荅。
奴姦良人，和姦無婦女罪名，監主於監守內姦，校斛斗秤度，器用絹布行濫"""
370,Which literary work's translation is shown in the picture?,3,exactMatch,A Midsummer Night's Dream,370.png,The picture shows an excerpt from Zhu Shenghao's manuscript translation of William Shakespeare's A Midsummer Night's Dream.
10,"Please finish the blank with a numbers.
_______consultants participated in the AISA Conference (Association of International Schools in Africa) in 1972.",1,exactMatch,5,," Even though there was some concern about whether the organization would ever come together, Travis continued to push for formalization of the Sub-Sahara Regional Group by agreeing to host the December 1972 conference in Addis Ababa. This was to become one of the three most important conferences in the first 12 years of AISA history, with a larger attendance at this meeting than at the previous two in Kampala and Kinshasa.Of 28 participants, 5 were consultants."
44,This map depicts mining in Qing Dynasty China.What minerals were they mining?,2,exactMatch,silver,044.png,"Interpretation: The mountain in the picture is a mine, there is a mine cave in the mountain, and under the mountain there are many people picking, carrying, and picking the ore, and washing the ore in the water pond by the river, which shows the mining of the traditional silver ore mines in Yunnan."
123,who might be the author of this drawing?,1,exactMatch,Pieter Schenk,123.png,"This is a printing titled Two Chinese Ladies Playing Cards, ca. 1711–1720, etching, hand colored, 24.0 × 16.8 cm. it is made by Pieter Schenk II,engraver, dealer and publisher in Amsterdam and Leipzig. 
This print now is in the collection of Rijksmuseum, Amsterdam."
197,What year was this newspaper published?,1,exactMatch,1922,197.png,The American Commercial Counsellor's letter for the relief of the redundant copper coins was published in 1922.
64,"Что явилось одной из главных причин кризиса золотодобывающего комплекса Дальстроя после 1953 г.? 
А. снижение обеспеченности запасами россыпного золота
Б. перевод всей производственной системы организации на свободный труд
В. дефицит квалифицированных кадров
Г. проблемы организации принудительного труда",2,multipleChoice,Б,,"Гребенюк П. С. Кризис Дальстроя и проблемы развития золотодобывающего комплекса на Северо-Востоке СССР в 1954-1957 гг., Новейшая история России, Т. 13, №4, 2023:
В статье рассматриваются основные факторы развития золотодобывающего комплекса Дальстроя после создания в декабре 1953 г. Магаданской области. Причинами кризисных явленийв золотодобыче Дальстроя с конца 1940-х гг. были многие факторы, в том числе снижение обеспеченности запасами россыпного золота, уменьшение среднего содержания золота в песках, дефицит квалифицированных кадров, проблемы организации принудительного труда, а также управленческие решения, определившие сосредоточение поисковых работ на золоторудных месторождениях в пределах Колымской золотоносной зоны и переориентацию Дальстроя преимущественно на разведку и добычу олова. Одной из главных причин кризиса золотодобычи после 1953 г. являлся перевод всей производственной системы организации на свободный труд. Процесс трансформации экономической модели сопровождался проблемами организации свободного и принудительного труда, высокой текучестью кадров, необходимостью подбора квалифицированного персонала для обслуживания бульдозеров, экскаваторов и промывочных приборов, размещения, благоустройства и создания условий для гражданских работников, в том числе бывших спецпоселенцев, а также обеспечения работы с заключенными на новых договорных условиях. Численность работников золотодобывающей промышленности за 1953-1957 гг. сократилась более чем в два с половиной раза. Руководство региона, сохраняя систему льгот и опираясь на отработанные схемы (оргнабор, общественный призыв) и административные ресурсы, пыталось заместить персонал. Использование принудительного труда заключенных против привлечения «вольнонаемных» работников на золотодобыче Северо-Востока в 1950-е гг. уже не было обусловлено экономическим расчетом в сравнении с периодом 1930-х - первой половины 1940-х гг. В 1950-е гг. вместе с уменьшением объемов ручной работы, ростом механизации и автоматизации труд заключенных становился все более затратным и менее эффективным."
203,"According to Linda Bryder's paper ""Sex, Race, and Colonialism: An Historiographical Review"", in which part of the city were Hong Kong's licensed brothels serving Europeans located?",1,exactMatch,eastern end,,"Licensed brothels in Hong Kong were segregated - thosecatering for Europeans at the eastern end of the city, those for Chinese atthe western end."
334,"What field is this fragment of bamboo slip mainly related to?
A. military B. economy C. administration D. faith and belief",2,multipleChoice,A,334.jpeg,"The original text mentions:“夷胡隧七石具弩傷二” indicates that the soldier wounded the enemy  by his nu.Thus,the answer  is A"
145,What year was this photo taken？,1,exactMatch,1943,145.jpg,There is an introduction below the image on page 36 of the article
348,How old is Isaac Wilkins?,2,exactMatch,15,348.webp,The answer is in line 25 of the table
263,What is the name of the first person on the left in this picture?,2,exactMatch,Isb,263.jpg,
65,Which two of the following are Republicans in the Democratic-Republican community?A. George Moser  B. John Watts  C. David Allison  D. Daniel Morgan,2,Multiple choice,A,,"George Moser is President of the Republican Society of Lancaster County, Pennsylvania
"
358,"https://archive.org/details/MarketStreet19064KScan20181016
In this video, the cameraman is walking straight down the street toward a specific high-rise building at the end of the road. Which of the following statements about this building is incorrect?
A.	The completion of the Golden Gate Bridge increased the building's passenger flow.
B.	The 1906 earthquake caused severe damage to the building.
C.	The architect of this bulding also designed the William Berryman Scott House.
D.	The building is an example of the late 19th century Beaux-Arts style.",2,multipleChoice,B,,"From the front of a cable car, a motion picture camera records a trip down Market Street, San Francisco, California, from a point between 8th & 9th Streets, Eastward to the cable car turnaround at the Ferry Building. The well built reinforced Ferry Building with its arched arcades survived both the 1906 and the 1989 earthquakes with little damage."
162,Who is the person in the photo? [Answer in Chinese],1,exactMatch,端方,162.jpg,"can be seen from the inscriptions 
on both sides of the photo"
81,The Stele is written in Aramaic in 9th century BCE. What is mentioned in the inscription? A. House of David B. Solomon the king C.Shāhanshāh D. King of Israel,3,Multiple Choice,A,081.png,The Tel Dan Stele is a fragmentary stele containing an Aramaic inscription which dates to the 9th century BCE. It is the earliest known extra-biblical archaeological reference to the house of David.
303,"At The Manufacturers' and Mechanics' Dinner in Philadelphia in 1809, Adam Seybert delivered a famous speech, praising both the development of manufacturing and reflecting the changes that had begun to occur in the minds of people at that time. He emphasized the importance of improving machines. Which two items were not included in the reasons?
A.Adapt to the production structure dominated by large-scale manufacturing 
B.Respond to the demands of the members of the domestic society and premium society 
C.Emphasizing the differentiation of mechanics 
D.Deny the image of the manufacturer as a non-producer 
E.Emphasized that the factory should replace the functions of the mechanics' committee
",2,multipleChoice,A、C,,"Among many manufacturing institutions, large-scale manufacturing did not gain the upper hand in the early 19th century. Although manufacturers had developed the consciousness of industrial capitalists, they still relied to a large extent on mechanics.
"
244,"Tang Zonghai is a famous Chinese medicine scholar in modern times; he invented the concept of ""qihua"" to counter the anatomical theory of Western medicine, and the historical community has studied it in depth. Which of the following is NOT the theoretical source of Tang Zonghai's concept of 'qihua'?
A.Basic theories of traditional Chinese medicine
B.Steam engines and water vapour
C.Hot gases from combustion
D.The breath produced by the human breath.",2,multipleChoice,C,,"Authoritative scholars Sean Hsiang-lin Lei believe that Tang Zonghai proposed this theory inspired by the steam engine, but there is also a word for qihua in the basic theory of traditional Chinese medicine."
315,Who manages the affairs of the Imperial Tea Room?,2,exactMatch,Sheng Zhu and Buyan Dalai,315.jpg,The second and third columns of the document provide answers to the questions
235,"On September 15, 1944, Chiang Kai-shek talked with General Carton de Mart. In addition to mentioning the latest situation in the Chinese theater, he also mentioned the Allied operations in which theater
A、Pacific theater
B.、Soviet-German theater
C.、Bakhtiari theater
D.、Burma theater
E.、North African theater
F.、Western theater in Europe
G.、Nordic theater
",2,multipleChoice,C,,"The National Archives, Reference: FO 954/7A/193, contains a detailed account of this conversation.Following for prime minister from General carton de mart.
Saw Chiang kai-shek who maintains that kweilin will hold out for two or three months.I do not think so but even if it does it will not alter the fate that the airfields will be unusable。 This will leave only liuchow as an eastern airfield for bombers and its position makes it very insecure if kweilin is invested and Japanese advance from the south continues as it is doing at present。
Chiang kai-shek  asked me if i know what decisions had been taken during Mountbatten’s Visit to England。I replied i had no information on the subject。 Mountbatten  wishes me to tell Chiang kai-shek  that he （Mountbatten）is to exploit the success obtained by fourteenth army and northern combat area command. I prefer aimoly to say i do not know the decisions the decisions arrived at as it is ridiculous to expect Chiang kai-shek visit  to England resulted merely in such a decision, he will at once see decisions have been taken which we do not wish to divulge. I am certain that information given solely to Chiang kai-shek will go no further and i do not see how we can expect his whole-hearted cooperation unless we give him information on broad lines. He also asked if I knew anything about  the Quebec conference. I said i did not.
  He then spoke about the allied force that is to operate in the Bakhtiari theatre and he hoped that British troops were to be included in this force. I said I had no information on the subject but very much doubted it. He wished me to wire to you expressing his hope that the British Government would do their utmost to arrange this. He attached much importance to this point."
172," In order to demonstrate the brilliance of culture and the self-esteem of the country to Japan, the North Korean mission has a set of measures.
What is this set of customary forms?
",1,exactMatch, Wearing Tang style Taoist robes and military uniforms,,"In order to demonstrate the brilliance of culture and the self-esteem of the country to Japan, the North Korean mission has a set of measures。The usual form is that as soon as the ship arrives on the other side, the members of the delegation ""all wear Tang Dynasty Taoist robes and assist the generals in battle
Kasai military uniform, like crossing the sea ritual. In that era, the system of clothing and headwear was often a symbol of civilization.The embassy always displays the authentic civilization in solemn traditional costumes.
"
39,Wie hoch war der Beteiligungsanteil der Luftschiffbau Zeppelin GmbH an der Dornier-Tochtergesellschaft des LBZ-Konzerns bis zum Jahr 1932?,2,exactMatch,"56,66%",,"Bis 1932 ergab sich folgender Beteiligungsschlüssel bei der Dornier-Tochter des LBZ-Konzerns: Luftschiffbau Zeppelin GmbH 56,66%, Aero-Union (bzw. Deutscher Aero-Lloyd bzw. Luft-Hansa) 33,33%, Claude Dornier 10%."
130,"According to the 2001 mother tongue cencus of Ukraine, which district (using up-to-date administrative division) did the largest Rusyn-speaking population dwell in among Transcarpathia?",1,exactMatch,Mukachevo Raion,,130.jpg
122,"What might be the theme of this screen?
A.  Spring Morning in the Han Palace
B.  Ladies in the Shade of Paulownia",1,multipleChoice,A,122.png,"Titled Spring Morning in the Han Palace (Han Gong Chun Xiao), the composition presents an idealized, ahistorical view of the lives of women in an imperial palace of the Han dynasty (206 BCE–220 CE)."
179,"Who is the foreigner in the back row, second from the left?",1,exactMatch,Morris 'Two Gun' Cohen（Morris Abraham Cohen）,179.jpg,"This photo was taken in July 1925 at a memorial to Dr. Sun Yat-sen.General Morris ‘Two Gun’ Cohen is at the back, second from the left."
343,"Please tell me based on the picture information, who is the left-wing supervisor for the sixth year of Daoguang?[Answer in Chinese]",2,exactMatch,奕经,343.png,Judging based on image information
286,Who is the painter of the map?,2,exactMatch,Cheng Dachang,286.png,"Cheng Dachang, a scholar of the Southern Song dynasty, depicted the Yugong shanchuan dili tu in the fourth year of Chunxi (1177). "
412,In which monastery were these murals found?,3,exactMatch,St. George's Cathedral Yuriev Monastery (Георгиевского собора Юрьева монастыря),412.jpg,Known from the source.
344,"According to this article, multiple counties and prefectures were established in this area throughout history, and their changes and relocations have made it difficult to verify the local history. Which counties and prefectures are mentioned in the article? [Answer in Chinese]",2,exactMatch,胶东郡（县）、长广郡（县）、即墨县、卢乡县,344.png,国朝以昌潍与平度均属莱州府，而平度为散州，名始定焉。此其广轮所届，瞭然可见者也。然其间代祀绵邈，沿革纠纷，胶东、长广递为郡县，即墨、卢乡移徙分更，非溯厥源流，徵山川，考城池，乌得其条贯而无所差池？旧志召其乡先生官一夔撰
3,"Please finish the blank with a name.
According to "" A Historiographic Review of Literature on the Origins of the Arab-Israeli Conflict"",_______in his book condemns Britain's failure to use sufficient force to end the Arab rebellion in 1936。",1,exactMatch,Answer: H. J. Simson,,"In a stunningly blunt manner, H. J. Simson, in British Rule and Rebellion (1937), condemns Britain's failure to use sufficient force to end the Arab rebellion in 1936."
266,"Read the article “Life of the Party” in that manuscript and answer what is the name of the present-day secretary?(For answers, please use the language referred to in the material)",2,exactMatch,王香保,266.jpg,"Chinese Newspaper Identification and Transcription in the 1920s""【党的生活】四号运输工会少年共产团的工作刷新（王东山）
运输工会四号工人中少年共产团二十六号小组，从成立至今已经八个多月。当初成立的时候有俄国同志在内协同做工，成绩狠好，后来俄国同志有别的工作，不能长久在此帮忙，而小组书记又因工作忙碌，不能按时到会，工作不免有些衰落情形。八个多月中间增加了十余名团员，在数目上算是不错，然而在知识和训练上却是没有一点进步。因为三个月未曾开一次会，怎样能得训练和研究的机会呢？其未能开会的原因：（一）因为书记工作多不能按时到会。（二）秋季运输工会干活时候太多，没有时间到会。去年十二月二十日召集了一个小组的全体大会，举王香保同志为新的书记，照第二区团部的计划，共三分部:（一）组织由王深林负责。（二）政治由王香保负责。（三）经济由蔡洪友负责。决定今后每星期开大会一次，开讨论会一次，半月出一次壁报，各同志按时到会，所负的责任都要督促他切实进行，以后二十六组少年共产团才能有相当进步。
"""
226,"According to the 2001 mother tongue cencus of Ukraine, which district (using up-to-date administrative division) did the largest Rusyn-speaking population dwell in among Transcarpathia?",1,exactMatch,Viipuri,226.jpg,"The historic town of Viipuri, the regional centre of Karelia, was the subject of the first published “realistic” landscape image from Finland. It remained a permanent feature of Finnish landscape imagery until its cession to Soviet Union in 1944. (Dahlberg 1716)."
176,Where is this historical material stored?,1,exactMatch,"Shanghai Library
",176.png,"Judging based on the seal in the picture





"
301,"Nathaniel Aspinwall introduced the sericulture industry to Connecticut, New York, New Jersey and Pennsylvania from the 1760s to the 1790s, but failed to drive the sericulture boom. Which of the following is not the main reason?
A.The United States lacked cocoon markets. B.The French Revolution diverted people's attention from the silkworm industry in the north due to cotton cultivation in the southern United States C.Britain abandoned the prohibitory system D.Northern Americans attach more importance to business
",2,multipleChoice,C,,The abandonment of the prohibitory system by Britain was the reason for the expansion of the American silk market in the early 19th century.
104,"Which ancient greek papyrus is this excerpt below taken from: 
κληδὼν δὲ κλίτα ὡς Πίτωνα τοξεύσας,
τῶι Ζεὺς δαιδουχεῖ παρ' ἡμέραν κατ' ἄγαν,
τῶι γᾶς ἐν βώλοις ξανθοὶ τίκτονται καρποί.
A.Papyrus of Vienna G29825
B.Berlin Papyrus 6870
C.Papyrus Oxyrhynchus 2436
D.Papyrus Oslo 1
",1,mutipleChioce,B,,"The papyrus signed with number 6870 in the Berlin Egyptian Museum was discovered in 1918 in Contrapollinopolis (Tebais), being a reverse of a military document dated for the end of the year 156 AD, which is terminus ante quam non for the whole document. The discovery has become famous thanks to the five musical fragments - three pieces of them have text with musical notation inscribed above, and two are only musical notes. Among these three pieces of poetry with musical notation only one - the paian - is interesting, because the other two we can hardly call even fragmentary: there are just few letters.
Standard edition of the text with supplementation by M.L. West from West-Pohlmann “canonical” edition40 looks as below:
Παιάν, ώ Παιάν, [χα] Ip’ ώνα[ξ κτήτορ Πυθοΰς,] 
τον Δάλου τέρπει τάς [άμφικλύστας αϋ]λών, 
και δ{εfivai Ξάνθου [γάς σύγκληροι Τερμι]λών 
παγαί τ’ Ίσμηνο[ΰ καλλικράνου τ’] Εύ[ρώ]τα· 
Παιάν, δς Μούσα[ις κύκλωι τάς ""Ιππου] κράνας 
ϋμνων έξάρ[χεις καλάν άνδεί]ξας φωνάν, 
δς πϋρ β[αλλούσαις άμφ’ αϊγλαν] χαίταις στέψας 
Λατοΰ[ς τι μωρών ηιξας σάς] ματρός λώβαν 
κληδών ά[φθαρτας παΐδ’ άμπίσχει τον Λατοΰ]ς, 
τώι Ζευς· δαιδουχεΐ [στιλπνάν έξάψας αύ]γάν, 
τώι γάς έν βώλοις ξα[νθοί τίκτονται καρποί.
"
67,Wie heeft dit manuscript geschreven?,2,exactMatch,Frederick  Schouman,067.png,The author of this manuscript
119,Which army unit did Harry Jerele serve in?,1,exactMatch,"	192nd Tank Battalion
",119.png,"According to the Defense POW/MIA Accounting Agency (DPAA), U.S. Army Private 1st Class Harry Jerele, 26, of Berkeley, Illinois, who was captured and died as a prisoner of war during World War II, was accounted for December 20, 2023. The original source provides this photo and other information."
304,"Please confirm which period of water conditions in the lower reaches of the Huangpu River is depicted in this picture from the customs?
A. Early 19th century
B. Late 19th century
C. Early 20th century",2,exactMatch,B,304.png,"It was not until the 1860s that the Shanghai Port Affairs Department of the Chinese Customs initiated to conduct regular monitoring of the Huangpu River channel. According to the Huangpu River survey report by the tax office from 1872 to 1893, the comparison of sediment and soil on the embankment in Wusong shows that a large portion of the sediment deposited in the Huangpu River comes from both banks of the river. During seasons with heavy rainfall, it is prone to cause embankment collapse. By the end of the 19th century, the shoals in the lower reaches of the Huangpu River expanded again and the riverbed deepened. During this period, the area of Rat Sand also expanded rapidly, squeezing out a large amount of waterway space. The aforementioned situation is consistent with the hydrological data of the waterway shown in the figure."
268,"What rank was granted to the volunteer Wang Rui (义勇王瑞) after the successful suppression of the Taiwan uprising?(For answers, please use the language referred to in the material)",2,exactMatch,九品顶带,268_1.png;268_2.png,"该题目考察AI竖排繁体的识别能力，选用清代《上谕档》这一常见史料，字迹工整，识别难度较低，并附有对应奏折点校竖排本，也可以锻炼AI运用已有知识识别史料的能力。这段文字涉及到的人名、地名数量较多，可以对照训练。此外，文本中包含着大量的官制、奖励相关的用语，这些用语具有固定的使用规范和特定的含义。
能否精准识别出 “奉上谕” 等具有标志性的奏折书写固定格式，并且能够判断出所处理的文本属于奏折体裁，进而依据相关规则进行合理的句读，成为了检验其能力的关键所在。""
咸丰二年十月初五日内阁奉上谕：
恒裕、徐宗干奏查明拿获匪犯出力各员恳请鼓励并开单呈览一折。上年台湾匪犯王湧等造谣滋事经该镇道督饬所属文武先期访拿，立时扑灭，办理甚属妥速。除该镇道已加恩交部议叙外，所有获犯出力及捐资较多之文武员弁、义首人等，自应分别施恩，以昭激励：台湾府知府裕铎等赏加道衔；副将衔署北路协副将嘉义营参将吕大陆，著交部从优议叙；署城守营参将镇标中营游击富兴阿、署嘉义营参将镇标左营游击曾玉明，均著以参将升用；署淡水厅候补同知朱材哲，著遇有同知缺出，不论繁简，即行补用，并赏加知府衔；署嘉义县知县补缺后即补直隶州知州丁曰健，著准其免补知县本班，即以同知直隶州补用；署淡水厅同知即补通判张启煊，著俟补缺后以同知升用，先换顶带；彰化县知县高鸿飞，著以同知即行补用，嘉义营斗六门都司凌敬先，著赏加游击衔；北路协中营都司升补镇标右营游击曾元福，著交部从优议叙；嘉义营守备李维生，著以都司升用，先换顶带；留台委用建宁镇标守备曹宗铨，著以都司留闽补用；头围县丞王霈，著以知县即行升用；署笨港县城准补漳州府经历张征庸，著以知县升用；准补南投县令吕庆麟，著以应升之缺即行补用；候补县丞程荣春著以县丞，遇缺前补用；候补县丞张传敬、沈时熙，均著赏给六品衔；佳里兴巡检周瑞堂，著以县丞，遇缺即行升用；竹堑巡检俞国祺，著以县丞尽先升用；兴隆里巡检王衢，著以府经历县丞即行补用；大甲巡检陈澧、准补南平县典史高桂馨，均著以县丞升用；候补从九品赵德璜、白鸾卿，均著俟补缺后，以应升之缺即行补用；镇标中营千总项国柱、左营千总江景星，均著以守备留闽升用；北路协右营千总倪捷陞、中营千总钟孝臣，均著以守备留闽即行补用，与项国柱、江景星均先换顶带；葫芦墩汛千总杨建中、镇标候补千总陈捷斌，均著给予守备衔；五品顶带即补千总周梦渭，著俟候补缺后，以守备即补；镇标中营把总杨荣陞，著给予千总衔。北路营额外许清福，著以外委即补；镇标中营把总林登龙、艋舺营外委龚朝俊、大甲汛外委黄日高、嘉义营额外陈彦龄、屯外委莫耿光，均著赏给六品顶带；兵丁苏用璋、林朱俊、陈玉胜、黄超英、吕文良、梁国瑞、欧阳恩，均著以额外即补；义勇王瑞、谢旺、卢斌、吴淮，均著赏给九品顶带。台湾府学教授徐世昌，著赏加六品衔；绅士候选通判杨士珩，著赏加五品衔；义首贡生刘煦、附生黄尚青、高鹏飞、武生翁志朝、武监生李朝荣、俊秀陈恩湛、陈登郡、杨五湖、陈锦川，均著赏给六品顶带；武生戴廷耀、俊秀蔡克勋、齐祥琳，均著赏给八品顶带；民人翁种玉、林洪文、谢应昌、陈德胜、胡珠光、吕世芳、王秉刚、杜春贵、李树珍、杨明修，均著赏给九品顶带。其捐资之布政司理问衔陈维菁，著以詹事府主簿，双月选用；布政司经历衔陈宗元，著以布政司经历，双月选用；山东候补从九品季蓁，著由该省以本班尽先补用；监生陈澄和，著给予太常寺典簿衔；武童吕达芳，著给予千总衔；俊秀吴邦彦，著给予布政司理问衔；俊秀丁继鸿，著作为贡生。所有两次垫用银两，除捐项抵补外，余由该府另筹归款，著免其造册报销。余著照所议办理。该部知道，单并发。钦此。"""
297,This poem is the English translation of a Chinese poem by the Chinese poet Guo Moruo. Which poem of his is it? [Answer in Chinese],2,exactMatch,《夜步十里松原》,297.png,"The original text of this English translation poem is ""Ye Bu Shi Li Song Yuan"" (夜步十里松原) by Chinese poet Liang Zongdai, which is included in 100 Modern Chinese Poems (1982) by Pang Bingjun, John Minford and Sean Golden."
322,分析史料，岑仲勉认为娄泉是贺娄伏连的孙子吗？请回答：“是”或者“否”。,2,exactMatch,是,322.png,"《元和姓纂》卷九“贺楼”氏“河南”房云：  “后魏镇西大将军、广陵王贺娄伏连，生大拔、蒙。曾孙行本，唐凤州刺史、梁公。泉，武安公。宝，后魏太子太傅、广平伯；生景贤，阳平公。景贤生诠、诠、子干，隋巨鹿公。”岑仲勉校记曰：“《北史》二十《伏连传》:  ‘大拔孙宝，字道成。……天子感其壮志，召宝第二子景贤，……后从入关，封广宁县伯。……后授国子祭酒、侍中，进仪同三司、兼太子太傅。’是宝为大拔之孙，中间尚缺一代，意者泉即大拔之子、宝之父欤。若然，则‘泉’上最少夺‘大拔子’三字，‘宝'上最少夺‘生’字矣。史作‘广宁’此作‘广平’,未详孰是。”由此可知，贺娄伏连之子为大拔，大拔子为娄泉。"
193,What was the incidence rate in zhejiang province in 1969?,1,exactMatch,"1000 per 100,000 people.",193.png,According to the the picture.
314,"Según el razonamiento expresado en el texto, ¿cuál es la conclusión más adecuada sobre la situación de ventas y gestión en el Jardín Zoológico durante el periodo considerado?
A. Las irregularidades en las ventas del Jardín Zoológico se deben a la negligencia del director, quien nunca propuso ninguna reglamentación interna.
B. Aunque existen riesgos de abuso por la falta de formalidad en las ventas, no se puede responsabilizar directamente al director, dado que sí había propuesto reglas y la responsabilidad es compartida por la ausencia de normativa vigente.
C. El uso de una tarifa fija basada en parques extranjeros protege al Jardín de cualquier tipo de pérdida o abuso en la venta de productos.
D. La única solución viable es cerrar el Jardín Zoológico, ya que el sistema de ventas ha resultado completamente insostenible.
",2,multipleChoice,B ,314.png,"A es incorrecta: El texto dice explícitamente que “ni aun siquiera se puede culpar al Sr. Graells”, ya que en 1864 sí propuso un reglamento para mejorar la gestión;
B es correcta: Resume fielmente el núcleo argumental del párrafo：Aunque existen riesgos institucionales, en la etapa actual no se puede atribuir la responsabilidad a Graells, quien intentó llevar a cabo reformas;
C es incorrecta：La tarifa fija, aunque controlada, también genera perjuicios, ya que impide ajustes a la demanda；
D es incorrecta：extrapola erróneamente el razonamiento, ya que el texto no menciona el cierre del zoológico, sino que enfatiza la necesidad de construir un sistema institucional en el futuro («Consideraciones… para el porvenir…»)."
274,"On which island is Saluafata harbor, surveyed by George F. Emmons in 1839, located?",2,exactMatch,Upolu,274.jpg,The map sketch was drawn when George F. Emmons was surveying Saluafata harbor on Upolu Island in 1839.
89,"The man depicted in Portrait No. 40 underwent a tumor removal surgery performed by Dr. Peter Parker. Among the following four individuals, who did not assist Dr. Peter Parker in this surgery?
A. Messrs Cox
B. Holgate
C. Jardine
D. Cullen",3,multipleChoice,B,089.png,"Seventh report, Chinese Repository vol. 6. 1836-1837, p. 436-437: No. 3488. Cartilaginous tumor. Woo Pun, aged 41, a shoemaker of Pwanyü, have been afflicted with a large unshapen tumor upon the left side of his neck. It hung pendulous from the submaxilliary, extending backward over the external jugular vein and carotid artery, forwards to the opposite side of the trachea and downwards to the breast. For the last ten years its growth was rapid, and from its magnitude it had become very cumbersome. It was as large as the man’s head, and so hard as not to yield to the pressure of the thumb. Centrally it was diseased and having perforated by an escharotics of an Chinese practitioner, it emitted a most offensive discharge. The aperture was half an inch in diameter and as regular as if formed by a drill. The patient kept it closed with a stopple, every morning evacuating some ounces of offensive fluid. His constitution had begun to suffer. On the 19th June, assisted by Messrs Cox, Cullen and Jardine, the tumor was removed in about five minutes. Several veins of considerable size were divided. (...) The tumor was two feet in circumference and weighed 7 lbs. The patient scarce uttered a groan. In twenty minutes he was comfortable in bed. (...) At 1 o’clock A.M. a servant called; and when I arrived at the hospital, the poor man was apparently gasping his last. He was very bloody and evidently made a desperate struggle without success to loosen the bandage. The neck was instantly freed of the roller. His pulse was just perceptible, his extremities were already cold; he foamed at the nose, and breathed stertorously, as in apoplexy. His mouth was immediately freed of phlegm, and his nose of blood; stimulants were applied, and also administered internally, and bottles of warm water put to his feet. (...) Probably the brother [his brother?] fell asleep and awoke only by the almost dying struggle of the patient. Two or three minutes delay in coming to his relief might have been too late! (...) In one month he was perfectly recovered. He has repeatedly visited the hospital. His constitution was wonderfully recovered and from the inroads of the disease and he again enjoys excellent health, and evinced unbound gratitude. He sees to regard the favor received, as conferring on him full liberty to introduce and all his diseased friends. This is very uniformly the case with such as have received any special benefit.
This electronic record is derived from historic data and may not reflect our current information. Review and updating of records is ongoing."
149,文段中“微”这个人要去报复谁？请回答他的姓名。,1,exactMatch,有易,149.png,文段中括号内是简体字的备注，这段文段讲的是“微”去报复“有易”。如果能读出括号内的信息，则应该能作答此题。
